,Unnamed: 0,smiles,cluster_id,score
230,230,COc1ccc(CCNCc2coc(-c3ccc(C)cc3)n2)cc1OC,33,11.5
231,231,COc1ccc(OC)c(CN(C)Cc2nc3ccccc3o2)c1,33,16.5
232,232,N#Cc1cc2c(nc1SC/C(=N\O)C(=O)Nc1ccccc1)CCCC2,133,22.5
233,233,O/N=C1\c2ccccc2-c2c1c(N1CCN(c3ccccn3)CC1)nc1ccc(Br)cc21,133,17.0
234,234,CN(C)CCON=CC1C(c2c(F)cccc2F)CC2CCC1N2C,133,16.5
235,235,CO/N=C1\CCc2ccc(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc21,133,23.0
236,236,CN1CCCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(NC(=O)c2cc(=O)[nH]c(-c3ccccc3)n2)C1,158,37.0
237,237,CCN(c1ccc(C(=O)N2CCC(C(F)(F)F)(C(O)(C(F)(F)F)C(F)(F)F)CC2)cc1)C(CO)CO,158,9.0
238,238,Cn1ccc(C(=O)Nc2ncc(SCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)s2)n1,158,10.0
239,239,C=CCN(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccc(C(=O)NCc2ccccc2)cn1,158,25.5
240,240,CC(C)C(C)(C#N)NC(=O)CSc1nc[nH]n1,168,12.0
241,241,CCc1c(O)nc(SCc2ccc(C#N)cc2)nc1O,168,25.0
242,242,CCCn1c(=O)[nH]c(=O)c2c(SCC#N)nc(C3CC3)nc21,168,27.5
243,243,N#Cc1ccc(OCCSc2nnc3ccccn23)cc1,168,25.5
244,244,COc1c(F)cc(NC(=O)Nc2cccnc2)cc1F,205,12.5
245,245,CN1C=C(c2ccc(F)cc2F)C(c2ccc(F)cc2F)C1,205,15.5
246,246,CC(NC(=O)NCCNC(=O)c1ccccc1F)c1ccc(F)c(F)c1,205,11.0
247,247,CN(C)c1cccc(C(=O)Nc2ccc(F)c(F)c2F)c1,205,15.0
248,248,NC(=O)[C@@H]1CCCC1NC(=O)N1Cc2c(NC(=O)C3CC3)n[nH]c2C1(CCCCc1ccccc1)CC1CC1,230,11.0
249,249,O=C(Nc1cc(C2CC2)[nH]n1)[C@H]1CCC[C@H]1C(=O)N1CCN(C2CCCC2)CC1,230,27.5
250,250,Cc1ccc(CNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)o1,230,20.5
251,251,C[C@@H](NC(=O)Nc1nnc(C2CC2)s1)c1ccc(C2CC2NC2CCOCC2)cc1,230,34.0
252,252,CCOc1ccc(Nc2nc(N3CCOCC3)cc(N3CCOCC3)n2)cc1,183,17.5
253,253,CC1COCCN1c1nc(N2CCOCC2C)c2ccc(-c3ccc(N)nc3)nc2n1,183,23.0
254,254,N#Cc1nc(C2CC2)oc1N1CCN(CCC(=O)Nc2ccccc2N2CCOCC2)CC1,183,29.5
255,255,Cc1ccc2[nH]c3c(c2c1)CCN1C(=O)C(CC(=O)NCCN2CCOCC2)CC(C(=O)N2CCOCC2)C31C,183,12.5
256,256,COc1ccc(-c2ccc(CC#N)c(=O)n2C(C)C)cc1,85,10.5
257,257,COc1cc(C(=O)N2CCN(c3ncccc3C#N)CC2)cc(OC)c1OC,85,21.5
258,258,COc1ccc(Cl)cc1NC(=O)C(C)Oc1ccc(C#N)cc1,85,22.0
259,259,COc1ccc(/C=C(/C#N)C(=O)NCCc2ccc3c(c2)OCO3)c(OC)c1,85,8.5
260,260,Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2Cl)cc1Nc1ncnc2c(N)nc(N3CCN(C)CC3)nc12,75,33.5
261,261,CCN1CCN(c2c(C)c3c(Nc4ccc(F)cc4O[C@H]4COC[C@@H]4O)cc(C)nc3n2C)CC1,75,8.0
262,262,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3F)c2cc1NC(=O)C=CCN1CCN(C2CC2)CC1,75,25.0
263,263,OCCCCCNc1nc(Nn2cnnc2)nc(N2CCN(c3ccnc4cc(Cl)ccc34)CC2)n1,75,33.5
264,264,C/C=C1\[C@]2(N[C@H](c3ccc(C)cc3)[C@@]13C(=O)Nc1ccc(Cl)cc13)C(=O)Nc1ccc(Br)cc12,47,12.0
265,265,N#C[C@@H]1CCCN1C(=O)[C@@H]1CNCc2ccccc2[C@@H](CN)C[C@H](NC(=O)c2ccc3ccccc3c2)C1,47,19.0
266,266,CNC(C)C(=O)NC1C(=O)N(Cc2c(OC)ccc3ccccc23)c2ccccc2N(C(=O)c2ccc(Cl)cc2)C1C,47,32.5
267,267,N#Cc1ccc(C2C(C(=O)NC3CCC3)=C(O)C(=O)N2c2ccc(-c3ccc4c(c3)SCC4)cc2)cc1F,47,29.0
268,268,Cc1nnc(SCC(=O)Nc2ccc3nc(SCC(=O)Nc4ccc(F)c(Cl)c4)sc3c2)s1,212,36.5
269,269,COc1ccc(-n2cc(-c3ccccc3)nc2SCC(=O)Nc2ccc(C)c(C)c2)cc1,212,30.0
270,270,CN(CC(=O)Nc1ccc2nc(SCC(=O)N3CCCc4ccccc43)sc2c1)C1CCCCC1,212,29.5
271,271,CC(=O)Nc1ccc(Sc2nnc3ccc(Sc4nnc(-c5ccc(Cl)cc5)o4)nn23)cc1,212,31.0
272,272,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4cc(C(C)(F)F)on4)c4ccccc34)c2cc1OC,86,35.0
273,273,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc4c(c3)OCCO4)cc1)CC2,86,24.5
274,274,CCCCCOc1c(OC)cc2oc(-c3ccc(OC)c(OC)c3)c(OC)c(=O)c2c1OC,86,26.5
275,275,COC(OC)[C@]1(C)Oc2ccc(Br)cc2[C@@H]([C@@H](N)C(=O)N(C(C)C)C(C)c2ccc3c(c2)OCO3)[C@@H]1O,86,7.5
276,276,CC(=O)N1CCCC(c2cncc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)c2)C1,203,34.5
277,277,CC(C)c1ccc(NC(=O)c2c(F)c(F)c3c(=O)cc(-c4ccccc4)oc3c2F)cc1,203,39.0
278,278,COc1ccc2c(F)c(Oc3nc(Nc4c(C)c(-c5ccccc5)nn4C)nc(OC)n3)ccc2c1,203,30.5
279,279,Cn1nc(-c2cccc(-n3cccc(C(=O)Nc4cc(C(F)(F)F)ccc4F)c3=O)c2F)c2c(N)ncnc21,203,31.5
280,280,CCCn1c(=O)c2nc(-c3cc(S(=O)(=O)O)ccc3OCC)[nH]c2n(CCC)c1=O,66,23.5
281,281,Cn1c(=O)c2c(nc(/C=C/c3ccccc3F)n2C)n(C)c1=O,66,26.0
282,282,CC(=O)Nc1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,66,29.0
283,283,CCn1c(=O)c2[nH]c(SCCOC3CCCCO3)nc2n(CC)c1=O,66,8.5
284,284,N#Cc1c[nH]c(C(=O)N(Cc2ccncc2)C2CC2)c1,44,25.0
285,285,N#CC(C(=O)Nc1ccc(F)cc1)c1nc2ccccc2[nH]1,44,15.5
286,286,N#Cc1c(-c2ccncc2)c2c([nH]c1=O)[C@@]1(CCc3c(F)cccc31)CNC2,44,35.5
287,287,COc1cccc2[nH]cc(CC(=O)Nc3ccccc3C#N)c12,44,18.0
288,288,N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C12C(=O)Nc1ccc(F)cc12,117,30.0
289,289,COc1ccccc1-c1nn(-c2ccc(C(=O)NC3CC3)cc2)c(O)c1C#N,117,21.0
290,290,CNCCCNc1cc(OC)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,117,11.5
291,291,N#Cc1ccnc(C(=O)Nc2ccc(-c3ccc(CN4CCC(F)(F)CC4)cc3)cn2)c1,117,33.5
292,292,Cc1cccc(CN2C(=O)c3cccnc3C2=O)c1,141,22.0
293,293,Nc1ccccc1CN1C(=O)c2cccc3c(Br)ccc(c23)C1=O,141,22.5
294,294,Cc1ccccc1N1C(=O)c2nc(-c3ccccc3)nc(O)c2C1=O,141,26.0
295,295,O=C1NC(=O)/C(=C/c2ccc(C(=O)Nc3ccc(F)cc3)cc2)S1,141,18.0
296,296,COc1ccccc1OCCSc1nnnn1C,237,18.0
297,297,Clc1ccc(-n2nnnc2C=CN2CCOCC2)cc1Cl,237,19.5
298,298,Cc1ccc(Br)cc1NCc1nnnn1C1CC1,237,19.5
299,299,CN(Cc1cccnc1)Cc1nnnn1-c1ccccc1,237,26.0
300,300,CC(C)(C)OC(=O)N1CCC(C(=O)Nc2ccc3c(c2)C(=O)N(Cc2ccc(Oc4ccccc4)cc2)C3=O)CC1,192,34.5
301,301,Cc1cccn(CC2(c3ncc(Sc4ccccc4)s3)NC(=O)NC2=O)c1=O,192,29.0
302,302,COc1ccc(N2C(=O)c3cccc4cc(N5CCCCC5)cc(c34)C2=O)c(OC)c1OC,192,31.5
303,303,O=C(CN1C(=O)NC2(CCc3ccccc32)C1=O)Nc1ccc2c(c1)OCO2,192,7.5
304,304,CN(CC(C)(C)C)C(=O)c1ccc(Cl)c(N)c1,98,13.0
305,305,Nc1ccc(Cl)c2c(C(=O)Nc3cccc(F)c3)nccc12,98,18.0
306,306,COc1ccc(S(=O)(=O)n2c(N)nc3nc(Cl)c(Cl)cc32)cc1,98,26.0
307,307,COc1ccc(N)c2ccnc(C(=O)Nc3cccc(Cl)c3)c12,98,19.0
308,308,COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,142,23.0
309,309,COCCCN(CCOC)c1cc(C)nc(Nc2ccc(OC)c(Br)c2)n1,142,22.0
310,310,COc1cc(OC)c(Cl)c(-c2cc3cnc(Nc4ccc(N5CCNCC5)cc4)nc3n3cnnc23)c1Cl,142,34.0
311,311,COc1cc(OC)c2c(N3CC(C)SC(C)C3)nc(-c3ccccc3)nc2c1,142,22.0
312,312,CC12CC3CC(C)(C1)CC(NC(=O)Nc1ccccc1)(C3)C2,54,12.0
313,313,O=C(Cn1cc(C(=O)Nc2nccs2)nn1)NC12CC3CC(CC(C3)C1)C2,54,26.0
314,314,O=C(NC1C2CC3CC1CC(O)(C3)C2)c1c(F)cc(OCCN2CCC2)cc1F,54,22.0
315,315,CCCc1noc(CCC(=O)NC23CC4CC(CC(C4)C2)C3)n1,54,14.0
316,316,O=C(NCC(O)COc1cc(Cl)cc(Cl)c1)Nc1cccn2nc(C3CCC3)nc12,27,28.0
317,317,CCCCCn1c2c(c(=O)[nH]c1=O)C(c1ccccc1F)N(C(=O)c1cc(Cl)cc(Cl)c1)CS2,27,15.5
318,318,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OCC1CNCCO1,27,34.0
319,319,Cc1c(C(=O)NCCCn2ccnc2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1,27,17.0
320,320,CC(C)(CCc1ccccc1)NC[C@H](O)CON=C1CCCCC1,112,18.0
321,321,CC1CCC/C1=N\OC(=O)c1ccc(C(F)(F)F)cc1,112,11.0
322,322,CCON=C(c1ccc(C)cc1)C1CCNCC1,112,11.5
323,323,COc1ccc(C2=NOC(C(=O)N3CCC(C)CC3)C2)cc1,112,15.0
324,324,Cn1ncc2c(Sc3ccc(-c4nnco4)o3)ncnc21,244,25.0
325,325,Cc1ccc(-c2nc(Cn3ccnc3-c3cccnc3)cs2)o1,244,33.0
326,326,c1coc(CNc2nccc(-c3ccc(-n4cccn4)cc3)n2)c1,244,27.0
327,327,COc1ccccc1-n1ncc2c1nc(N)n1nc(-c3ccco3)nc21,244,33.0
328,328,COc1ccc(CNc2nc3cnc(N4CCC(N5CCCC5)CC4)cc3n(Cc3ccccc3)c2=O)cc1,80,35.5
329,329,CC(=O)Nc1nc2cnc(Nc3ccc(N(C)C4CCN(C5COC5)CC4)cn3)nc2n1C1CC1,80,28.5
330,330,C=CC(=O)N1CCC[C@@H](Nc2nc(Nc3cnn(CC)c3)nc3[nH]cc(-c4cccc(OC)c4C)c23)C1,80,29.5
331,331,CCN1CCc2cc(C3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6c5NCCC6)ccc4F)CC3)ccc21,80,29.5
332,332,C[C@@H](Nc1ncnc2c1cc(C1CCN(C(=O)C3CC(F)(F)C3)CC1)c(=O)n2C)c1cccc(C(F)F)c1F,121,15.0
333,333,C[C@H](Nc1ncc(F)c(N2[C@H](C)OC(C)(C)[C@H]2O)n1)c1ccc(CN2CCC(F)(F)CC2)cc1,121,25.0
334,334,O=C(CCC(F)(F)F)N1CC=C(c2cccn3nc(Nc4ccc(C(=O)N5CCC6(CCNCC6)CC5)cc4)nc23)CC1,121,7.0
335,335,COC1COCCC1NC1CC2CCCC2(C(=O)N2CC3CC2CN3c2cc(C(F)(F)F)ccn2)C1,121,21.5
336,336,CN(C)C(=O)CSc1nnc(COc2ccc(Cl)cc2)n1N,76,21.5
337,337,Nn1c(SCC2CCCO2)nncc1=O,76,17.0
338,338,Cc1cc(C)n(-c2nnc(SCC(=O)N(C)C3CCCCC3)nc2N)n1,76,13.0
339,339,Cc1noc(COCc2nnc(SCc3ccc(Cl)cc3)n2N)n1,76,26.0
340,340,Cc1c(-c2cccc3ccccc23)nc(N2CCOCC2)c(C#N)c1-c1ccc(C#N)cc1,221,13.5
341,341,COc1ccc(C2CCN(c3ncnc4c3cnn4-c3cccc(C#N)c3)CC2)cc1,221,42.5
342,342,CC1CCC(C(=O)N2Cc3cccnc3Nc3ccc(-c4cccc(C#N)c4)cc32)CC1,221,24.5
343,343,Cc1c(-c2ccccc2)c(N2CCC(C)(O)CC2)n2c(-c3ccccc3F)cnc2c1C#N,221,26.0
344,344,CCCCc1ccc(N2CCc3c(C(F)(F)F)ccc(N4CCN(C(=O)CO)CC4)c3C2)nc1,23,11.0
345,345,Cc1ccc(Cl)cc1N1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)C)CC1,23,12.0
346,346,C[C@H]1CN(C2COC2)CCN1c1cc(F)c(C(=O)NS(=O)(=O)N2CCC2)cc1Cl,23,16.5
347,347,Cc1oc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(C)CC2)c(-c2nc3cc(C(F)(F)F)ccc3[nH]2)c1C,23,14.5
348,348,CNS(=O)(=O)N1CCN(c2ccccc2Cl)CC1,84,15.5
349,349,CN(C)S(=O)(=O)NCc1cccn1C,84,14.5
350,350,CCCN(CCO)S(=O)(=O)N1CCCCC1c1ccco1,84,8.5
351,351,CC1CCCN(S(=O)(=O)NCC(C)(C)C2CCC2)C1,84,13.5
352,352,O=C(CNC(=O)Nc1cccc(Cl)c1Cl)NCC1(CN2CCOCC2)CCCCC1,213,22.0
353,353,CC(C)Oc1cc(Cl)c(Cl)cc1C(=O)N[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1,213,22.0
354,354,O=C(CC[C@H]1[C@H](C(=O)Nc2cc(Cl)cc(Cl)c2)[C@@H]2C=C[C@H]1C21CC1)NCc1ccccc1,213,7.5
355,355,Cc1cc(-c2nn(C(C)c3ccc(Cl)c(F)c3)c3c2CN(C(=O)C(C)(C)C(N)=O)CC3)ccc1Cl,213,10.0
356,356,O=c1c2c[n+]([O-])c3ccccc3c2n(Cc2ccccc2)c(=O)n1Cc1ccc2c(c1)OCO2,5,39.5
357,357,CCn1cc(C(=O)NCc2cccc(-c3cccc(OC)c3)c2)c2cc(OC)c(OC)cc2c1=O,5,9.0
358,358,COc1cc(-c2nc(SCC(c3ccccc3)c3ccccc3)[nH]c(=O)c2C#N)cc(OC)c1OC,5,39.0
359,359,CCN(CC)CCn1c(=O)c2cc3c(cc2c2ccc4oc5c(C)cccc5c4c21)OCO3,5,6.5
360,360,O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCCC2)Nc1ccc(F)cc1,227,30.0
361,361,CC(=O)N[C@@H](C)CO[C@H]1CC[C@H](Oc2nccc3cc(N4CCn5nc(C)cc5C4)ccc23)CC1,227,20.0
362,362,O=C(NCCCN1CCCC1)c1ccccc1-n1cc(C2CCC2)c2ncccc21,227,10.5
363,363,CCC(C)c1ccc(Nc2nc3cc(C)c(NC(=O)C(C)C)cc3n2CCOCCO)cc1,227,35.0
364,364,CC(C)c1ccccc1-c1ncc2[nH]c(=O)n([C@H](C)c3ccc(-c4cnn(C)c4)cc3)c2n1,50,11.0
365,365,Fc1ccc2c(c1CNc1ncc(-c3ccncc3)c3nc(Cc4ccccc4)[nH]c13)CCO2,50,31.0
366,366,O=C(Nc1ccc(-c2nc3cc(-c4cn[nH]c4)ccc3[nH]2)cc1)NC1CCOCC1,50,26.0
367,367,Cc1ccc(-n2nccn2)c(C(=O)N2CC[C@H](C)[C@H]2c2nc3cc(Cl)c(C)cc3[nH]2)c1,50,11.5
368,368,COC(=O)Nc1ccc(C(=O)N2Cc3nccnc3C(O)C2)cc1,109,27.5
369,369,CN(CCCCCN1CCCCCC1)CCCN1C[C@@H](O)[C@@H](O)C1.Cl,109,1.0
370,370,Cc1nc(N2CCCC2)ncc1C(=O)N1CCOC[C@H](O)C1,109,14.5
371,371,CCCN1Cc2cccc(F)c2C(O)C1,109,11.0
372,372,COc1ccc(NC(=O)N2CC[C@H](NC3CC3)[C@H](Oc3ccc(F)cc3)C2)cc1F,49,19.0
373,373,Cc1ccc(-c2cc(C)c(NC(=O)N3CCC(CO)(CN(C)C)CC3)c(C)c2)c(F)n1,49,22.5
374,374,O=C(Nc1ccc(Cl)cc1)N1CCCC2(C1)CN(C(=O)c1ccccn1)CCO2,49,27.5
375,375,O=C(Nc1ccc(C2=CCN(C(=O)C3CCC3)CC2)cc1)N1Cc2ccccc2C1,49,10.0
376,376,COc1ccc2c3c(c4cc(OC)c(OC)cc4c2c1)CN1CCC[C@@H]1C3,226,14.0
377,377,COc1cc(C=Nn2c(C)nnc2C)cc(OC)c1OCCc1ccccc1,226,11.5
378,378,COc1cc(CNCCn2ncc3ccccc32)cc(OC)c1OC,226,3.0
379,379,COc1ccc(/C=C/c2cc(OC)c(OC)c(OC)c2)c(OC)c1,226,7.5
380,380,C[n+]1c(/C=C/[C@H](O)CO)oc2ccccc21,46,15.5
381,381,CC#CC(O)(c1ccc(CO)cc1)c1coc(C)n1,46,8.5
382,382,CNC(=O)Cn1cc(NC(=O)c2nc(-c3ccccc3)oc2C)cn1,46,24.5
383,383,COc1cc(NC(=O)CSc2nc(C)c(C)o2)cc(OC)c1,46,20.5
384,384,COc1cc(O[C@H]2C(=O)N(c3cnc(C#N)nc3)C[C@H]2C)c(Cl)cc1CN1CC[C@@H](OC)C1,231,24.0
385,385,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cc(C#N)cnn12,231,35.5
386,386,CC(c1nc2c(cnn2C2CCCC2)c(=O)[nH]1)N1CC(Oc2cc(OC3CC3)ccc2C#N)C1,231,28.0
387,387,CCN1CCC2(CCN(c3ccc(-c4cc(OCCF)cn5ncc(C#N)c45)cn3)CC2)C1=O,231,31.5
388,388,N=C(N)NC(=O)OCc1ccnc(N2CCC(F)(F)CC2)c1F,132,21.0
389,389,CCOC(=O)NC(C(=O)Nc1ccc2[nH]nc(C(N)=O)c2c1)C(C)C,132,18.0
390,390,Cc1ccc(N2CCCO[C@H]2CNC(=O)OC(C)(C)C)nn1,132,10.5
391,391,CCOC(=O)NC1CCC(c2nc3cccc(C)c3[nH]2)CC1,132,5.5
392,392,COc1cccc(SCC(=O)NC(=O)Nc2nnc(C(C)(C)C)s2)c1,209,26.0
393,393,COc1cc(NC2NC(=O)NC2=O)c(Cl)cc1C#N,209,23.0
394,394,CCc1ccc2c(c1)CC(=O)NC2=O,209,16.5
395,395,CCN1CCN(C(=O)Nc2ccc(-c3cncc(OC)c3)nc2)C(=O)C1,209,23.5
396,396,Cc1nn(C)c2nc(NCc3cccc(Cn4ccnc4)c3)sc12,116,16.5
397,397,COc1cccc2sc(N3CCCC3)nc12,116,20.5
398,398,Cc1ccc(-c2cn(Cc3cscn3)nn2)cc1C,116,6.5
399,399,COc1ccc2sc(NCc3ccccc3)nc2c1,116,12.5
400,400,C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(CCc3ccccc3)cnc2O[C@@H]1CN(C)C(=O)NC1CCCCC1,101,12.5
401,401,CC(C)(CNC(=O)[C@H](CC1CCCC1)NC(=O)CCN1CCC(O)CC1)c1ccc(Cl)cc1,101,21.5
402,402,COCC(=O)N1C[C@@H](C(=O)N(C)CC2CCCCC2)[C@H](c2ccc(-c3cccc(C)c3F)cc2)C1,101,9.0
403,403,COC(=O)Nc1ccc2c(NC(=O)C3CC3)nn(CC(=O)NCCCCc3ccccc3)c2c1,101,30.5
404,404,Cc1ccc2cnn(CCC(=O)Nc3cnn(Cc4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)n3)c2c1,190,44.5
405,405,COc1cc(F)cc2c1nc(N)n1nc([C@H]3CC[C@H](NC(=O)c4cc(OC(F)(F)F)ccc4F)CC3)nc21,190,34.5
406,406,CN(C)C(=O)Cn1cc(C(=O)Nc2cccc(-c3cccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)c3)c2)nn1,190,42.5
407,407,Cc1cc(Nc2nccc(-c3sc(NC(=O)N(C)CCC(F)(F)F)nc3C)n2)c2cn[nH]c2c1,190,31.5
408,408,COCc1ccc2c(c1)CCCN2C(=O)c1ccc(OC)cc1,219,11.0
409,409,COc1cc2c3c(n(C)c(=O)c2cc1OC)CC(C)(C)N[C@H]3c1ccccc1,219,20.5
410,410,COc1ccc(CC(=O)NCCc2ccccc2)cc1OC,219,6.5
411,411,COc1ccc(OC)c2c1cc(C(=O)NCc1ccccc1Cl)n2C,219,20.0
412,412,COc1ccc(Cl)cc1-c1nnc([C@@H]2CCN2C(=O)c2cc(C)c(C)cc2-n2nccn2)[nH]1,232,31.0
413,413,COc1cccc(CNC(=O)Nc2nc(-c3cnn(Cc4ccccc4)c3)cn3ccnc23)c1,232,35.5
414,414,CC(Cn1cccn1)n1nnc2cc3c(=O)n(C4CC4)nnc3cc2c1=O,232,30.0
415,415,C=CCn1c(-c2cnccn2)nc2c(F)cc(Oc3ccnc(NC(=O)OCC)c3)cc21,232,31.5
416,416,O=C(c1cccc(-c2cnc3ccccc3c2)c1)N1CCN(Cc2cccc(-n3ccccc3=O)c2)CC1,65,44.0
417,417,CC(C)(C)c1ccc(C(=O)N2CCN(c3ccccc3[C@@H](N)CCCCN)CC2)cc1.Cl,65,0.0
418,418,COc1ccc(N2CCN(Cc3cc(=O)oc4c(C)c(OCc5ccccc5)ccc34)CC2)cc1,65,29.0
419,419,O=C(Cn1nc(Nc2ccccc2)c2ccccc2c1=O)N1CCN(c2ccccn2)CC1,65,31.5
420,420,OCCc1cn(-c2ccc(Cl)cc2Cl)nn1,114,13.5
421,421,Nc1nnc(SCc2cccc(Cl)c2)s1,114,10.5
422,422,Clc1cccc(-c2nc(-c3ncon3)cs2)c1Cl,114,13.5
423,423,COCc1noc(COc2ccc(Cl)c(Cl)c2)n1,114,11.0
424,424,CN1CCN(CCCNC(=O)c2c(-c3ccccc3Cl)c3c([nH]c4ccc(F)cc43)c(=O)n2C)CC1,201,30.0
425,425,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCN(c3ccc(F)cc3)CC1)c(=O)n2C,201,36.5
426,426,CC(C)c1ccc2nccc(N3CCN(Cc4nc5c(cnn5C)c(=O)[nH]4)CC3)c2c1,201,26.5
427,427,COc1ccc2nc(Nc3ncc(CN4CCN(C(C)=O)CC4)cc3-c3nc(C)nc(N)n3)sc2c1,201,31.0
428,428,COCCn1nccc1Nc1ncc(Cl)c(N2CCC[C@@H](NC(=O)[C@H](C)O)C2)n1,161,25.0
429,429,Cc1nc(Nc2ncc(C(=O)Nc3c(C)nn(C)c3C)s2)cc(N2CC[C@@](C)(N)C2)n1,161,33.5
430,430,N[C@H]1CCCC[C@H]1Nc1ccn2ncc(C(=O)Nc3cc(-c4ccc(F)cc4)ns3)c2n1,161,32.5
431,431,COCCNc1ncc(C(=O)N(C)C)c(NC2CC(C)(C)NC(C)(C)C2)n1,161,17.5
432,432,Cc1ccc(C)c(-c2[nH]c(-c3cnccc3C)nc2-c2ccncc2)c1,95,12.5
433,433,N#Cc1cc(-c2ccnc3[nH]c(-c4ccc[nH]4)cc23)ccc1OC1CCOCC1,95,26.0
434,434,CN1CCN(c2ccc(-c3n[nH]c4ncc(-c5cncc(O)c5)cc34)cc2)CC1,95,29.0
435,435,COCCOc1cccc2[nH]c(-c3n[nH]c4cnc(-c5ccc6ocnc6c5)cc34)cc12,95,32.5
436,436,CC(=O)N1CCC(c2cccnc2OC2CCN(c3ccc4ccccc4n3)CC2)CC1,238,22.0
437,437,Cc1ccccc1CN(CCO)C1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,238,24.5
438,438,CNC(=O)c1c(OCCN2CCC(Cc3ccccc3)CC2)ccc2cc(-c3cncnc3)ccc12,238,39.0
439,439,O=C(NC(CN1CCCC1)c1ccccc1)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2,238,10.5
440,440,CN(c1ccccc1)c1ccc2c(N(C)S(=O)(=O)NC[C@@H]3CCCO3)cc(=O)oc2c1.[I-],123,0.0
441,441,Cc1c(F)cccc1-c1nc(Nc2ccc3c(c2)CNCC(C)NC3=O)c2cccn2n1,123,10.0
442,442,COc1cccc(NC(=O)CCc2nnc(CCC(=O)Nc3cccc(C)c3)o2)c1,123,34.5
443,443,CNc1nc(Nc2ccc(-n3nccn3)c(Cl)c2)nc2c1C(C)(C)CN2c1ccccc1,123,24.0
444,444,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC=O)CC2,107,27.5
445,445,COc1cc(OC)c(-c2coc3c4c(c(OC)cc3c2=O)CCCC4)cc1OC,107,21.0
446,446,COc1ccc2c(c1)c(-c1cc(OC)c(OC)c(OC)c1)cc(=O)n2C,107,3.0
447,447,COc1ccc(C(C)NC(=O)c2c(OC)cccc2OC)cc1F,107,8.5
448,448,N#Cc1cc(-c2ccnc3[nH]c(N4CCC(F)CC4)cc23)ccc1NCc1ccccn1,189,30.0
449,449,CN(c1nccc(-c2cc(C#N)c3c(c2)[C@@](C)(CO)CN3)n1)c1cccc2[nH]ncc12,189,23.5
450,450,Cc1ccc(C(=O)Nc2cc(C#N)ccn2)cc1-n1cc(-c2cnc3[nH]ccc3n2)nn1,189,37.0
451,451,N#Cc1ccc(-n2ncc3c(NCCN)ncnc32)nc1,189,23.0
452,452,CCOc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(CN(C)C)c(C(F)(F)F)c3)c2)cc1,15,28.0
453,453,CC1CNC(=O)c2cc3ccc(C(=O)Nc4nc(C(=O)N(CCC(F)(F)F)C5CC5)cs4)cc3n21,15,20.5
454,454,Cc1cc(N=S(C)(C)=O)cc2ncnc(Nc3ccc(F)cc3O[C@H](C)C(=O)NCC(F)(F)F)c12,15,35.5
455,455,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O[C@H]1CN(C)C(=O)Nc1cc(F)ccc1F,15,34.5
456,456,COc1ccc(-c2[nH]c3ccccc3c2-c2cccc(OCCN(C)C)c2)cc1,60,8.0
457,457,Cc1c(-c2ccccc2)cccc1-c1nc2cnccn2c1NCC1CC1,60,17.5
458,458,CC1CCN(Cc2ccc(-c3cncc4nc(OCc5ccc(Cl)cc5)nn34)cc2)CC1,60,24.0
459,459,Cn1c(Cc2ccc(-c3csc(-c4c[nH]c5ccccc45)n3)cc2)nc2ccccc21,60,35.0
